Title,Date,Is_Series,Series_Name,Episode_Title,Season,Year,Month,Day,Day_of_Week,Is_Weekend,Genres,Release_Year,Original_Language,Popularity,Rating,Total_Episodes
Prison Break: 4. Sezon: Takas,2020-04-26,True,Prison Break,Takas,4.0,2020.0,4.0,26.0,Sunday,True,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 4. Sezon: Kovboylar ve Hintliler,2020-04-26,True,Prison Break,Kovboylar ve Hintliler,4.0,2020.0,4.0,26.0,Sunday,True,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 4. Sezon: Toplantı,2020-04-26,True,Prison Break,Toplantı,4.0,2020.0,4.0,26.0,Sunday,True,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 4. Sezon: Karşı Karşıya,2020-04-25,True,Prison Break,Karşı Karşıya,4.0,2020.0,4.0,25.0,Saturday,True,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 4. Sezon: Ana Damar,2020-04-25,True,Prison Break,Ana Damar,4.0,2020.0,4.0,25.0,Saturday,True,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 4. Sezon: Güneşli Eyalet,2020-04-25,True,Prison Break,Güneşli Eyalet,4.0,2020.0,4.0,25.0,Saturday,True,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 4. Sezon: Ameliyat,2020-04-24,True,Prison Break,Ameliyat,4.0,2020.0,4.0,24.0,Friday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 4. Sezon: İş İcabı,2020-04-24,True,Prison Break,İş İcabı,4.0,2020.0,4.0,24.0,Friday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 4. Sezon: Anlaşma,2020-04-24,True,Prison Break,Anlaşma,4.0,2020.0,4.0,24.0,Friday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 4. Sezon: İhanet,2020-04-24,True,Prison Break,İhanet,4.0,2020.0,4.0,24.0,Friday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 4. Sezon: Lejant,2020-04-22,True,Prison Break,Lejant,4.0,2020.0,4.0,22.0,Wednesday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 4. Sezon: Büyük Aşama,2020-04-22,True,Prison Break,Büyük Aşama,4.0,2020.0,4.0,22.0,Wednesday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
The Last Dance: Mini Dizi: Bölüm 1,2020-04-22,True,The Last Dance,Bölüm 1,,2020.0,4.0,22.0,Wednesday,False,Documentary,2020.0,en,33.129,8.226,10.0
Prison Break: 4. Sezon: Fiyat,2020-04-21,True,Prison Break,Fiyat,4.0,2020.0,4.0,21.0,Tuesday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 4. Sezon: Beşinci Kart,2020-04-20,True,Prison Break,Beşinci Kart,4.0,2020.0,4.0,20.0,Monday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 4. Sezon: Hezimet,2020-04-20,True,Prison Break,Hezimet,4.0,2020.0,4.0,20.0,Monday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
That '70s Show: 7. Sezon: İstediğini Her Zaman Elde Edemezsin,2020-04-20,True,That '70s Show,İstediğini Her Zaman Elde Edemezsin,7.0,2020.0,4.0,20.0,Monday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
Prison Break: 4. Sezon: Kasa,2020-04-19,True,Prison Break,Kasa,4.0,2020.0,4.0,19.0,Sunday,True,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 4. Sezon: Kartallar ve Melekler,2020-04-19,True,Prison Break,Kartallar ve Melekler,4.0,2020.0,4.0,19.0,Sunday,True,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 4. Sezon: İptal,2020-04-19,True,Prison Break,İptal,4.0,2020.0,4.0,19.0,Sunday,True,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 4. Sezon: Haneye Tecavüz,2020-04-19,True,Prison Break,Haneye Tecavüz,4.0,2020.0,4.0,19.0,Sunday,True,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
That '70s Show: 7. Sezon: Angie,2020-04-19,True,That '70s Show,Angie,7.0,2020.0,4.0,19.0,Sunday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
Aşk Baharı Beklemez,2020-04-19,False,Aşk Baharı Beklemez,,,2020.0,4.0,19.0,Sunday,True,"Romance, Comedy",2019.0,en,13.148,6.1,
Prison Break: 4. Sezon: Scylla,2020-04-18,True,Prison Break,Scylla,4.0,2020.0,4.0,18.0,Saturday,True,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 3. Sezon: Pazarlık Sanatı,2020-04-18,True,Prison Break,Pazarlık Sanatı,3.0,2020.0,4.0,18.0,Saturday,True,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
That '70s Show: 7. Sezon: Annelerin Küçük Yardımcısı,2020-04-18,True,That '70s Show,Annelerin Küçük Yardımcısı,7.0,2020.0,4.0,18.0,Saturday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
Prison Break: 3. Sezon: İki Eli Kanda,2020-04-18,True,Prison Break,İki Eli Kanda,3.0,2020.0,4.0,18.0,Saturday,True,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 3. Sezon: Aşağı ve Dışarı,2020-04-18,True,Prison Break,Aşağı ve Dışarı,3.0,2020.0,4.0,18.0,Saturday,True,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 3. Sezon: Kara Toprak,2020-04-17,True,Prison Break,Kara Toprak,3.0,2020.0,4.0,17.0,Friday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 3. Sezon: Kafes,2020-04-17,True,Prison Break,Kafes,3.0,2020.0,4.0,17.0,Friday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 3. Sezon: Vur ve Yak,2020-04-17,True,Prison Break,Vur ve Yak,3.0,2020.0,4.0,17.0,Friday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 3. Sezon: Hadi,2020-04-16,True,Prison Break,Hadi,3.0,2020.0,4.0,16.0,Thursday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 3. Sezon: Fotoğraf,2020-04-16,True,Prison Break,Fotoğraf,3.0,2020.0,4.0,16.0,Thursday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
That '70s Show: 7. Sezon: Dağıt Bu Mekanı,2020-04-16,True,That '70s Show,Dağıt Bu Mekanı,7.0,2020.0,4.0,16.0,Thursday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
Prison Break: 3. Sezon: Bozuk Sinyal,2020-04-15,True,Prison Break,Bozuk Sinyal,3.0,2020.0,4.0,15.0,Wednesday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 3. Sezon: Tel,2020-04-15,True,Prison Break,Tel,3.0,2020.0,4.0,15.0,Wednesday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
That '70s Show: 7. Sezon: Bu Sadece Rock 'n' Roll,2020-04-15,True,That '70s Show,Bu Sadece Rock 'n' Roll,7.0,2020.0,4.0,15.0,Wednesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
Prison Break: 3. Sezon: Çağrı Bekletme,2020-04-14,True,Prison Break,Çağrı Bekletme,3.0,2020.0,4.0,14.0,Tuesday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
That '70s Show: 7. Sezon: Yük Hayvanı,2020-04-14,True,That '70s Show,Yük Hayvanı,7.0,2020.0,4.0,14.0,Tuesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 7. Sezon: (Hiç) Tatmin Olamıyorum,2020-04-14,True,That '70s Show,(Hiç) Tatmin Olamıyorum,7.0,2020.0,4.0,14.0,Tuesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
Prison Break: 3. Sezon: Ateş ve Su,2020-04-13,True,Prison Break,Ateş ve Su,3.0,2020.0,4.0,13.0,Monday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 3. Sezon: Oryantasyon,2020-04-13,True,Prison Break,Oryantasyon,3.0,2020.0,4.0,13.0,Monday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 2. Sezon: Sona,2020-04-12,True,Prison Break,Sona,2.0,2020.0,4.0,12.0,Sunday,True,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 2. Sezon: Fin del Camino,2020-04-12,True,Prison Break,Fin del Camino,2.0,2020.0,4.0,12.0,Sunday,True,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 2. Sezon: Panama,2020-04-11,True,Prison Break,Panama,2.0,2020.0,4.0,11.0,Saturday,True,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 2. Sezon: Tatlı Caroline,2020-04-11,True,Prison Break,Tatlı Caroline,2.0,2020.0,4.0,11.0,Saturday,True,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 2. Sezon: Temizlik,2020-04-11,True,Prison Break,Temizlik,2.0,2020.0,4.0,11.0,Saturday,True,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
That '70s Show: 7. Sezon: Geceyi Beraber Geçirelim,2020-04-11,True,That '70s Show,Geceyi Beraber Geçirelim,7.0,2020.0,4.0,11.0,Saturday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
Prison Break: 2. Sezon: Kötü Kan,2020-04-10,True,Prison Break,Kötü Kan,2.0,2020.0,4.0,10.0,Friday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 2. Sezon: Chicago,2020-04-10,True,Prison Break,Chicago,2.0,2020.0,4.0,10.0,Friday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
That '70s Show: 7. Sezon: Zaman Benden Yana,2020-04-10,True,That '70s Show,Zaman Benden Yana,7.0,2020.0,4.0,10.0,Friday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
Élite: 3. Sezon: Polo,2020-04-10,True,Élite,Polo,3.0,2020.0,4.0,10.0,Friday,False,"Crime, Mystery, Drama",2018.0,es,336.467,8.0,64.0
Élite: 3. Sezon: Nadia ve Omar,2020-04-10,True,Élite,Nadia ve Omar,3.0,2020.0,4.0,10.0,Friday,False,"Crime, Mystery, Drama",2018.0,es,336.467,8.0,64.0
Élite: 3. Sezon: Rebeka,2020-04-10,True,Élite,Rebeka,3.0,2020.0,4.0,10.0,Friday,False,"Crime, Mystery, Drama",2018.0,es,336.467,8.0,64.0
Élite: 3. Sezon: Ander,2020-04-09,True,Élite,Ander,3.0,2020.0,4.0,9.0,Thursday,False,"Crime, Mystery, Drama",2018.0,es,336.467,8.0,64.0
Élite: 3. Sezon: Lu,2020-04-09,True,Élite,Lu,3.0,2020.0,4.0,9.0,Thursday,False,"Crime, Mystery, Drama",2018.0,es,336.467,8.0,64.0
Prison Break: 2. Sezon: Mesaj,2020-04-09,True,Prison Break,Mesaj,2.0,2020.0,4.0,9.0,Thursday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Élite: 3. Sezon: Cayetana ve Valerio,2020-04-09,True,Élite,Cayetana ve Valerio,3.0,2020.0,4.0,9.0,Thursday,False,"Crime, Mystery, Drama",2018.0,es,336.467,8.0,64.0
Élite: 3. Sezon: Samuel ve Guzmán,2020-04-09,True,Élite,Samuel ve Guzmán,3.0,2020.0,4.0,9.0,Thursday,False,"Crime, Mystery, Drama",2018.0,es,336.467,8.0,64.0
Élite: 3. Sezon: Carla,2020-04-09,True,Élite,Carla,3.0,2020.0,4.0,9.0,Thursday,False,"Crime, Mystery, Drama",2018.0,es,336.467,8.0,64.0
Élite: 2. Sezon: 0 Saattir Kayıp,2020-04-09,True,Élite,0 Saattir Kayıp,2.0,2020.0,4.0,9.0,Thursday,False,"Crime, Mystery, Drama",2018.0,es,336.467,8.0,64.0
Élite: 2. Sezon: 84 Saattir Kayıp,2020-04-08,True,Élite,84 Saattir Kayıp,2.0,2020.0,4.0,8.0,Wednesday,False,"Crime, Mystery, Drama",2018.0,es,336.467,8.0,64.0
Prison Break: 2. Sezon: Kimliği Belirsiz Adam,2020-04-08,True,Prison Break,Kimliği Belirsiz Adam,2.0,2020.0,4.0,8.0,Wednesday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 2. Sezon: Ölüm Kutusu,2020-04-08,True,Prison Break,Ölüm Kutusu,2.0,2020.0,4.0,8.0,Wednesday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 2. Sezon: Fişi Çek,2020-04-08,True,Prison Break,Fişi Çek,2.0,2020.0,4.0,8.0,Wednesday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 2. Sezon: Bolshoi Booze,2020-04-08,True,Prison Break,Bolshoi Booze,2.0,2020.0,4.0,8.0,Wednesday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 2. Sezon: Randevu,2020-04-08,True,Prison Break,Randevu,2.0,2020.0,4.0,8.0,Wednesday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 2. Sezon: Açığa Çıkanlar,2020-04-08,True,Prison Break,Açığa Çıkanlar,2.0,2020.0,4.0,8.0,Wednesday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Élite: 2. Sezon: 66 Saattir Kayıp,2020-04-08,True,Élite,66 Saattir Kayıp,2.0,2020.0,4.0,8.0,Wednesday,False,"Crime, Mystery, Drama",2018.0,es,336.467,8.0,64.0
Élite: 2. Sezon: 63 Saattir Kayıp,2020-04-08,True,Élite,63 Saattir Kayıp,2.0,2020.0,4.0,8.0,Wednesday,False,"Crime, Mystery, Drama",2018.0,es,336.467,8.0,64.0
Élite: 2. Sezon: 59 Saattir Kayıp,2020-04-08,True,Élite,59 Saattir Kayıp,2.0,2020.0,4.0,8.0,Wednesday,False,"Crime, Mystery, Drama",2018.0,es,336.467,8.0,64.0
Élite: 2. Sezon: 36 Saattir Kayıp,2020-04-08,True,Élite,36 Saattir Kayıp,2.0,2020.0,4.0,8.0,Wednesday,False,"Crime, Mystery, Drama",2018.0,es,336.467,8.0,64.0
Élite: 2. Sezon: 34 Saattir Kayıp,2020-04-08,True,Élite,34 Saattir Kayıp,2.0,2020.0,4.0,8.0,Wednesday,False,"Crime, Mystery, Drama",2018.0,es,336.467,8.0,64.0
Élite: 2. Sezon: 20 Saattir Kayıp,2020-04-07,True,Élite,20 Saattir Kayıp,2.0,2020.0,4.0,7.0,Tuesday,False,"Crime, Mystery, Drama",2018.0,es,336.467,8.0,64.0
That '70s Show: 6. Sezon: Arayıcı,2020-04-07,True,That '70s Show,Arayıcı,6.0,2020.0,4.0,7.0,Tuesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
Élite: 1. Sezon: Assilah,2020-04-06,True,Élite,Assilah,1.0,2020.0,4.0,6.0,Monday,False,"Crime, Mystery, Drama",2018.0,es,336.467,8.0,64.0
Élite: 1. Sezon: Her Şey Altüst Olur,2020-04-06,True,Élite,Her Şey Altüst Olur,1.0,2020.0,4.0,6.0,Monday,False,"Crime, Mystery, Drama",2018.0,es,336.467,8.0,64.0
Prison Break: 2. Sezon: Tuzak,2020-04-06,True,Prison Break,Tuzak,2.0,2020.0,4.0,6.0,Monday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 2. Sezon: Gömü,2020-04-06,True,Prison Break,Gömü,2.0,2020.0,4.0,6.0,Monday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Élite: 1. Sezon: Her Şey Yoluna Girecek,2020-04-06,True,Élite,Her Şey Yoluna Girecek,1.0,2020.0,4.0,6.0,Monday,False,"Crime, Mystery, Drama",2018.0,es,336.467,8.0,64.0
Élite: 1. Sezon: Herkes Yalan Söyler,2020-04-06,True,Élite,Herkes Yalan Söyler,1.0,2020.0,4.0,6.0,Monday,False,"Crime, Mystery, Drama",2018.0,es,336.467,8.0,64.0
Élite: 1. Sezon: Aşk Bir Uyuşturucudur,2020-04-06,True,Élite,Aşk Bir Uyuşturucudur,1.0,2020.0,4.0,6.0,Monday,False,"Crime, Mystery, Drama",2018.0,es,336.467,8.0,64.0
Élite: 1. Sezon: Cumartesi Gecesi,2020-04-06,True,Élite,Cumartesi Gecesi,1.0,2020.0,4.0,6.0,Monday,False,"Crime, Mystery, Drama",2018.0,es,336.467,8.0,64.0
Élite: 1. Sezon: Arzu,2020-04-06,True,Élite,Arzu,1.0,2020.0,4.0,6.0,Monday,False,"Crime, Mystery, Drama",2018.0,es,336.467,8.0,64.0
Élite: 1. Sezon: Hoş Geldiniz,2020-04-06,True,Élite,Hoş Geldiniz,1.0,2020.0,4.0,6.0,Monday,False,"Crime, Mystery, Drama",2018.0,es,336.467,8.0,64.0
Prison Break: 2. Sezon: Parsel,2020-04-05,True,Prison Break,Parsel,2.0,2020.0,4.0,5.0,Sunday,True,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 2. Sezon: Harita 1213,2020-04-05,True,Prison Break,Harita 1213,2.0,2020.0,4.0,5.0,Sunday,True,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 2. Sezon: İlk Fire,2020-04-04,True,Prison Break,İlk Fire,2.0,2020.0,4.0,4.0,Saturday,True,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 2. Sezon: Ara,2020-04-04,True,Prison Break,Ara,2.0,2020.0,4.0,4.0,Saturday,True,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 2. Sezon: Otis,2020-04-04,True,Prison Break,Otis,2.0,2020.0,4.0,4.0,Saturday,True,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 2. Sezon: İnsan Avı,2020-04-03,True,Prison Break,İnsan Avı,2.0,2020.0,4.0,3.0,Friday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 1. Sezon: Uçuş,2020-04-02,True,Prison Break,Uçuş,1.0,2020.0,4.0,2.0,Thursday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 1. Sezon: Gidelim,2020-04-02,True,Prison Break,Gidelim,1.0,2020.0,4.0,2.0,Thursday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
That '70s Show: 6. Sezon: Mobil Yaşam,2020-04-02,True,That '70s Show,Mobil Yaşam,6.0,2020.0,4.0,2.0,Thursday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
Prison Break: 1. Sezon: Bu Gece,2020-04-01,True,Prison Break,Bu Gece,1.0,2020.0,4.0,1.0,Wednesday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 1. Sezon: Anahtar,2020-04-01,True,Prison Break,Anahtar,1.0,2020.0,4.0,1.0,Wednesday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 1. Sezon: Blöf,2020-04-01,True,Prison Break,Blöf,1.0,2020.0,4.0,1.0,Wednesday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 1. Sezon: J-Cat,2020-03-31,True,Prison Break,J-Cat,1.0,2020.0,3.0,31.0,Tuesday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 1. Sezon: Kardeşimin Koruyucusu,2020-03-31,True,Prison Break,Kardeşimin Koruyucusu,1.0,2020.0,3.0,31.0,Tuesday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 1. Sezon: Yeni Bir Yol,2020-03-31,True,Prison Break,Yeni Bir Yol,1.0,2020.0,3.0,31.0,Tuesday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 1. Sezon: Fare,2020-03-30,True,Prison Break,Fare,1.0,2020.0,3.0,30.0,Monday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 1. Sezon: Tünelin Ucu,2020-03-30,True,Prison Break,Tünelin Ucu,1.0,2020.0,3.0,30.0,Monday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 1. Sezon: Bir Kişi Fazla,2020-03-30,True,Prison Break,Bir Kişi Fazla,1.0,2020.0,3.0,30.0,Monday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 1. Sezon: El Becerisi,2020-03-30,True,Prison Break,El Becerisi,1.0,2020.0,3.0,30.0,Monday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
American Vandal: 1. Sezon: Somut Gerçekler: Vandalizm ve Müstehcenlik,2020-03-30,True,American Vandal,Vandalizm ve Müstehcenlik,1.0,2020.0,3.0,30.0,Monday,False,"Comedy, Crime",2017.0,en,55.598,7.4,16.0
That '70s Show: 6. Sezon: Benim Karım,2020-03-30,True,That '70s Show,Benim Karım,6.0,2020.0,3.0,30.0,Monday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 6. Sezon: Kıvılcımlar,2020-03-30,True,That '70s Show,Kıvılcımlar,6.0,2020.0,3.0,30.0,Monday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
Prison Break: 1. Sezon: Tweener,2020-03-29,True,Prison Break,Tweener,1.0,2020.0,3.0,29.0,Sunday,True,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 1. Sezon: Westmoreland,2020-03-29,True,Prison Break,Westmoreland,1.0,2020.0,3.0,29.0,Sunday,True,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
That '70s Show: 6. Sezon: 5:15,2020-03-29,True,That '70s Show,15,6.0,2020.0,3.0,29.0,Sunday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
Prison Break: 1. Sezon: Tatlı Zehir,2020-03-28,True,Prison Break,Tatlı Zehir,1.0,2020.0,3.0,28.0,Saturday,True,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 1. Sezon: Test,2020-03-28,True,Prison Break,Test,1.0,2020.0,3.0,28.0,Saturday,True,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
That '70s Show: 6. Sezon: Akordiyon,2020-03-28,True,That '70s Show,Akordiyon,6.0,2020.0,3.0,28.0,Saturday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 6. Sezon: Yedek,2020-03-28,True,That '70s Show,Yedek,6.0,2020.0,3.0,28.0,Saturday,True,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
Prison Break: 1. Sezon: Allen,2020-03-27,True,Prison Break,Allen,1.0,2020.0,3.0,27.0,Friday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
Prison Break: 1. Sezon: Pilot Bölüm,2020-03-27,True,Prison Break,Pilot Bölüm,1.0,2020.0,3.0,27.0,Friday,False,"Action & Adventure, Crime, Drama",2005.0,en,809.548,8.1,98.0
That '70s Show: 6. Sezon: Sence Bu İyi mi?,2020-03-27,True,That '70s Show,Sence Bu İyi mi?,6.0,2020.0,3.0,27.0,Friday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 6. Sezon: Mutlu Jack,2020-03-26,True,That '70s Show,Mutlu Jack,6.0,2020.0,3.0,26.0,Thursday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 6. Sezon: Paralı Adam,2020-03-25,True,That '70s Show,Paralı Adam,6.0,2020.0,3.0,25.0,Wednesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 6. Sezon: Sen Kimsin,2020-03-25,True,That '70s Show,Sen Kimsin,6.0,2020.0,3.0,25.0,Wednesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 6. Sezon: Bebeğim Sakın Yapma,2020-03-25,True,That '70s Show,Bebeğim Sakın Yapma,6.0,2020.0,3.0,25.0,Wednesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 6. Sezon: Bir Daha Kanmayacağım,2020-03-24,True,That '70s Show,Bir Daha Kanmayacağım,6.0,2020.0,3.0,24.0,Tuesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 6. Sezon: Sally Simpson,2020-03-24,True,That '70s Show,Sally Simpson,6.0,2020.0,3.0,24.0,Tuesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 6. Sezon: Çok Uzakları Görebiliyorum,2020-03-24,True,That '70s Show,Çok Uzakları Görebiliyorum,6.0,2020.0,3.0,24.0,Tuesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 6. Sezon: Yasal Bir Konu,2020-03-24,True,That '70s Show,Yasal Bir Konu,6.0,2020.0,3.0,24.0,Tuesday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 6. Sezon: Genç Erkek Bunalımı,2020-03-23,True,That '70s Show,Genç Erkek Bunalımı,6.0,2020.0,3.0,23.0,Monday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 6. Sezon: Ben Bir Çocuğum,2020-03-23,True,That '70s Show,Ben Bir Çocuğum,6.0,2020.0,3.0,23.0,Monday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 6. Sezon: Noel,2020-03-23,True,That '70s Show,Noel,6.0,2020.0,3.0,23.0,Monday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 6. Sezon: Buna Katlanmayacağız,2020-03-23,True,That '70s Show,Buna Katlanmayacağız,6.0,2020.0,3.0,23.0,Monday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 6. Sezon: Ben Özgürüm,2020-03-23,True,That '70s Show,Ben Özgürüm,6.0,2020.0,3.0,23.0,Monday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 6. Sezon: Asit Kraliçesi,2020-03-23,True,That '70s Show,Asit Kraliçesi,6.0,2020.0,3.0,23.0,Monday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
That '70s Show: 6. Sezon: Sihirli Otobüs,2020-03-23,True,That '70s Show,Sihirli Otobüs,6.0,2020.0,3.0,23.0,Monday,False,"Comedy, Family, Drama",1998.0,en,139.122,8.0,213.0
